ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
124,"1-[5-[(4-chlorophenyl)methylsulfanyl]-1,3,4-thiadiazol-2-yl]-4-hydroxy-2-pyridin-3-yl-3-(thiophene-2-carbonyl)-2H-pyrrol-5-one",O=C(C1=C(O)C(=O)N(c2nnc(SCc3ccc(Cl)cc3)s2)C1c1cccnc1)c1cccs1,C23H15ClN4O3S3,,18814867,level 2b,0,0,30,0.2128,0,0,0.007577199,0,0.011392104,0,0,0,1,Norman_Human metabolites.csv,0.3164556962025316,0,Transformation and metabolic products,O=C(C1=C(O)C(=O)N(c2nnc(SCc3ccc(Cl)cc3)s2)C1c1cccnc1)c1cccs1
125,"1-[5-[(2-chlorophenyl)methylsulfanyl]-1,3,4-thiadiazol-2-yl]-4-hydroxy-2-pyridin-3-yl-3-(thiophene-2-carbonyl)-2H-pyrrol-5-one",O=C(C1=C(O)C(=O)N(c2nnc(SCc3ccccc3Cl)s2)C1c1cccnc1)c1cccs1,C23H15ClN4O3S3,,18814412,level 2b,0,0,74,0.5248,1,0,0.00638655,0,0.011125712,0,0,0,1,Industrial_chemical.csv,0.3,0,Industry and consumer goods,O=C(C1=C(O)C(=O)N(c2nnc(SCc3ccccc3Cl)s2)C1c1cccnc1)c1cccs1
126,"N-(2-chlorophenyl)-2-[[6-(4-nitro-1,3-dioxoisoindol-2-yl)-1,3-benzothiazol-2-yl]sulfanyl]acetamide",O=C(CSc1nc2ccc(N3C(=O)c4cccc([N+](=O)[O-])c4C3=O)cc2s1)Nc1ccccc1Cl,C23H13ClN4O5S2,,23941438,level 2b,0,0,80,0.5674,1,0,0.9476727,1,0.87274826,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3428571428571428,0,Industry and consumer goods,O=C(CSc1nc2ccc(N3C(=O)c4cccc([N+](=O)[O-])c4C3=O)cc2s1)Nc1ccccc1Cl
127,"5-(2-chloro-4-nitrophenyl)-3-[2-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-2-oxoethyl]-1,3,4-oxadiazol-2-one",O=C(Cn1nc(-c2ccc([N+](=O)[O-])cc2Cl)oc1=O)N1CCC2(CC1)OCCO2,C17H17ClN4O7,,3510703,level 2b,0,0,17,0.1206,0,0,0.000576277,0,0.014883269,0,0,0,1,Norman_Pharmaceuticals.csv,0.3880597014925373,0,Pharmaceuticals,O=C(Cn1nc(-c2ccc([N+](=O)[O-])cc2Cl)oc1=O)N1CCC2(CC1)OCCO2
128,"(2S)-2-[[4-chloro-2-(2H-[1,2,5]thiadiazolo[2,3-a]pyridin-4-ylsulfonylamino)benzoyl]amino]-3-thiophen-3-ylpropanoic acid",O=C(N[C@@H](Cc1ccsc1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)C1=CC=CN2SNC=C12,C20H17ClN4O5S3,,68775199,level 2b,0,0,84,0.5957,1,0,0.04299931,0,0.003264107,0,0,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.3214285714285714,0,Transformation and metabolic products,O=C(N[C@@H](Cc1ccsc1)C(=O)O)c1ccc(Cl)cc1NS(=O)(=O)C1=CC=CN2SNC=C12
129,"(2E)-3-(2-bromo-6-nitrophenyl)-2-[[4-(3,4-dichlorophenyl)-1,3-thiazol-2-yl]hydrazinylidene]propanoic acid",O=C(O)/C(Cc1c(Br)cccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1,C18H11BrCl2N4O4S,,89682698,level 2b,0,0,23,0.1631,0,1,0.20671563,0,0.8930812,1,1,0,1,Norman_Human metabolites.csv,0.3285714285714285,0,Transformation and metabolic products,O=C(O)/C(Cc1c(Br)cccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1
130,"N'-(3-chloro-4-fluorophenyl)-N-hydroxy-2-[(5-oxopyrrolidin-3-yl)methylamino]-1H-imidazo[4,5-b]pyridine-7-carboximidamide",O=C1CC(CNc2nc3nccc(C(=Nc4ccc(F)c(Cl)c4)NO)c3[nH]2)CN1,C18H17ClFN7O2,,137097658,level 2b,0,0,46,0.3262,0,0,1.5906078e-06,0,0.005084249,0,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.2535211267605634,0,Industry and consumer goods,O=C1CC(CNc2nc3nccc(C(=Nc4ccc(F)c(Cl)c4)NO)c3[nH]2)CN1
131,"1-(6-bromo-4-fluoro-1H-benzimidazol-2-yl)-2-(5-chlorothiophen-2-yl)-7,8-dihydro-6H-imidazo[2,1-b][1,3]benzothiazol-5-one",O=C1CCCc2c1sc1nc(-c3ccc(Cl)s3)c(-c3nc4c(F)cc(Br)cc4[nH]3)n21,C20H11BrClFN4OS2,,171392861,level 2b,0,0,53,0.3759,0,1,0.000762344,0,0.7231643,1,1,0,1,Norman_Human metabolites.csv,0.2631578947368421,0,Transformation and metabolic products,O=C1CCCc2c1sc1nc(-c3ccc(Cl)s3)c(-c3nc4c(F)cc(Br)cc4[nH]3)n21
132,"2-(2,6-dibromophenyl)-3-[6-(trifluoromethyl)-2-pyridinyl]-1,3-thiazolidin-4-one",O=C1CSC(c2c(Br)cccc2Br)N1c1cccc(C(F)(F)F)n1,C15H9Br2F3N2OS,,25189008,level 2b,0,0,1,0.0071,0,1,0.81884295,1,0.96269065,1,1,0,1,EPA_PFAS.csv,0.3571428571428571,0,Industry and consumer goods,O=C1CSC(c2c(Br)cccc2Br)N1c1cccc(C(F)(F)F)n1
133,"[5,6-dichloro-2-[[3-(sulfomethyl)furo[2,3-d][1,3]thiazol-3-ium-2-yl]methylidene]-1,3-benzothiazol-3-yl]methanesulfonic acid",O=S(=O)(O)CN1C(=Cc2sc3ccoc3[n+]2CS(=O)(=O)O)Sc2cc(Cl)c(Cl)cc21,C15H11Cl2N2O7S4,,59893212,level 2b,0,0,40,0.2837,0,0,0.28592932,0,0.5421046,1,1,0,1,Industrial_chemical.csv,0.375,0,Industry and consumer goods,O=S(=O)(O)CN1C(=Cc2sc3ccoc3[n+]2CS(=O)(=O)O)Sc2cc(Cl)c(Cl)cc21
134,"1-[2-[bis(2-chloroethyl)amino]-2-oxo-3,4,4a,6,7,7a-hexahydrofuro[2,3-e][1,3,2]oxazaphosphinin-6-yl]-5-iodopyrimidine-2,4-dione",O=c1[nH]c(=O)n(C2CC3OP(=O)(N(CCCl)CCCl)NCC3O2)cc1I,C13H18Cl2IN4O5P,,44274210,level 2b,0,0,5,0.0355,0,0,0.001047188,0,0.023422133,0,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.4666666666666667,0,Pharmaceuticals,O=c1[nH]c(=O)n(C2CC3OP(=O)(N(CCCl)CCCl)NCC3O2)cc1I
135,"1-[3-[4-[[4-[2-[3-[[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino]pyrrolidin-1-yl]ethyl]piperazin-1-yl]methyl]piperidin-1-yl]phenyl]pyrimidine-2,4-dione",O=c1ccn(-c2cccc(N3CCC(CN4CCN(CCN5CCC(Nc6ncc(Cl)c(-c7c[nH]c8ccccc78)n6)C5)CC4)CC3)c2)c(=O)[nH]1,C38H45ClN10O2,,169752714,level 2b,2,0.0103,18,0.1277,0,0,4.4250555e-06,0,0.035074994,0,0,0,1,Norman_Pharmaceuticals.csv,0.5280898876404494,0,Pharmaceuticals,O=c1ccn(-c2cccc(N3CCC(CN4CCN(CCN5CCC(Nc6ncc(Cl)c(-c7c[nH]c8ccccc78)n6)C5)CC4)CC3)c2)c(=O)[nH]1
136,"2-[3,5-dichloro-4-[1-[4-(2-chlorophenyl)-1,3-thiazol-2-yl]-2,3-dihydroinden-1-yl]phenyl]-1,2,4-triazine-3,5-dione",O=c1cnn(-c2cc(Cl)c(C3(c4nc(-c5ccccc5Cl)cs4)CCc4ccccc43)c(Cl)c2)c(=O)[nH]1,C27H17Cl3N4O2S,,9937901,level 2b,0,0,81,0.5745,1,1,0.9413574,1,0.93160355,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.3552631578947368,0,Pharmaceuticals,O=c1cnn(-c2cc(Cl)c(C3(c4nc(-c5ccccc5Cl)cs4)CCc4ccccc43)c(Cl)c2)c(=O)[nH]1
137,"5-(azidomethyl)-1-(4-bromophenyl)-2-(2,4-dichlorophenyl)-N-piperidin-1-ylimidazole-4-carboxamide",[N-]=[N+]=NCc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1,C22H20BrCl2N7O,,59232525,level 2b,0,0,37,0.2624,0,1,0.2922791,0,0.94544894,1,1,0,1,Norman_Pharmaceuticals.csv,0.4567901234567901,0,Pharmaceuticals,[N-]=[N+]=NCc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Br)cc1
166,"6-[2-chloro-4-(3-methylpyrazin-2-yl)phenyl]-2-methylsulfinyl-8-(pyridin-3-ylmethyl)pyrido[2,3-d]pyrimidin-7-one",Cc1nccnc1-c1ccc(-c2cc3cnc(S(C)=O)nc3n(Cc3cccnc3)c2=O)c(Cl)c1,C25H19ClN6O2S,,89551457,level 2b,72,0.3711,122,0.8652,1,1,0.26146975,0,0.016987473,0,1,0,1,Industrial_chemical.csv,0.3037974683544304,0,Industry and consumer goods,Cc1nccnc1-c1ccc(-c2cc3cnc(S(C)=O)nc3n(Cc3cccnc3)c2=O)c(Cl)c1
171,"2-(1-adamantyl)ethyl 6-[(2E)-2-[(2E)-2-[2-chloro-3-[2-[1-ethyl-3,3,4-trimethyl-5-[(Z)-prop-1-enyl]pyrrol-1-ium-2-yl]propyl]cyclohex-2-en-1-ylidene]ethylidene]-3,3-dimethylindol-1-yl]hexanoate",C/C=C\C1=C(C)C(C)(C)C(C(C)CC2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)OCCC45CC6CC(CC(C6)C4)C5)c4ccccc4C3(C)C)CCC2)=[N+]1CC,C51H72ClN2O2,,167009598,level 3,0,0,59,0.4184,0,1,0.9668722,1,0.8994276,1,1,0,1,Industrial_chemical.csv,0.3888888888888889,0,Industry and consumer goods,C/C=C\C1=C(C)C(C)(C)C(C(C)CC2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)OCCC45CC6CC(CC(C6)C4)C5)c4ccccc4C3(C)C)CCC2)=[N+]1CC
172,"(E)-2-[[(E)-2-[[(2S)-1-[(3R,4S,10S,11S)-14-chloro-3-ethyl-15-hydroxy-3,11-dimethyl-10-(methylamino)-6,9-dioxo-7-prop-1-en-2-yl-2-oxa-5,8-diazabicyclo[10.3.1]hexadeca-1(15),12(16),13-triene-4-carbonyl]-2,5-dihydropyrrole-2-carbonyl]amino]-3-methylpent-2-enoyl]amino]but-2-enedioic acid",C=C(C)C1NC(=O)[C@@H](NC)[C@@H](C)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,C37H47ClN6O11,,58627311,level 3,0,0,10,0.0709,0,0,0.000452507,0,0.001753399,0,0,0,1,Norman_Human metabolites.csv,0.9072164948453608,1,Transformation and metabolic products,C=C(C)C1NC(=O)[C@@H](NC)[C@@H](C)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O
173,"N-[4-[[3-chloro-4-(2,8-dimethyl-3-methylidene-6-propylnon-8-enoxy)cyclohexyl]amino]-3-cyano-7-ethoxy-1,2,3,4,4a,5,6,7,8,8a-decahydroquinolin-6-yl]-4-(2-hydroxyethylamino)butanamide",C=C(C)CC(CCC)CCC(=C)C(C)COC1CCC(NC2C(C#N)CNC3CC(OCC)C(NC(=O)CCCNCCO)CC32)CC1Cl,C39H68ClN5O4,,145220660,level 3,0,0,139,0.9858,1,0,0.01041653,0,0.07254065,0,0,0,1,Industrial_chemical.csv,0.2164948453608247,0,Industry and consumer goods,C=C(C)CC(CCC)CCC(=C)C(C)COC1CCC(NC2C(C#N)CNC3CC(OCC)C(NC(=O)CCCNCCO)CC32)CC1Cl
174,"(1R,3aR,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a-[2-[2-[4-[(3-chlorophenyl)methyl]piperazin-1-yl]ethylamino]ethyl]-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol",C=C(C)[C@@H]1CC[C@]2(CCNCCN3CCN(Cc4cccc(Cl)c4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,C44H70ClN3O,,166707869,level 3,3,0.0155,86,0.6099,1,1,0.9297043,1,0.9039149,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.5432098765432098,0,Industry and consumer goods,C=C(C)[C@@H]1CC[C@]2(CCNCCN3CCN(Cc4cccc(Cl)c4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
175,"4-[[(2S,3aR,5aR,7aR,9S,11aR,11bR)-3a-[4-chloro-1-(4-methoxyphenyl)-2-methyl-5-oxopyrazol-3-yl]-2,5a,5b,8,8,11a-hexamethyl-1-propan-2-yl-2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a-tetradecahydrocyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethylpent-4-enoic acid",C=C(CC(C)(C)C(=O)O)O[C@H]1CC[C@@]2(C)[C@@H](CCC3(C)[C@@H]2CCC2C4=C(C(C)C)[C@@H](C)C[C@]4(c4c(Cl)c(=O)n(-c5ccc(OC)cc5)n4C)CC[C@]23C)C1(C)C,C48H69ClN2O5,,89752013,level 3,0,0,86,0.6099,1,1,0.9429615,1,0.8523727,1,1,0,1,Norman_Pharmaceuticals.csv,0.3761467889908257,0,Pharmaceuticals,C=C(CC(C)(C)C(=O)O)O[C@H]1CC[C@@]2(C)[C@@H](CCC3(C)[C@@H]2CCC2C4=C(C(C)C)[C@@H](C)C[C@]4(c4c(Cl)c(=O)n(-c5ccc(OC)cc5)n4C)CC[C@]23C)C1(C)C
176,3-[ditert-butyl-[[ditert-butyl(chloro)silyl]amino]silyl]-2-[[ditert-butyl-[[ditert-butyl(chloro)silyl]amino]silyl]methyl]prop-1-ene,C=C(C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C)C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,C36H80Cl2N2Si4,,101766214,level 3,0,0,52,0.3688,0,1,0.9622952,1,0.9932806,1,1,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv,0.2758620689655172,0,Personal care products,C=C(C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C)C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C
177,"(2S)-2-(2-chloroprop-2-enyl)-N-[(1S)-2-cyclohexyl-1-[(4R,5S)-2,2-dimethyl-5-(2-methylpropyl)-1,3-dioxolan-4-yl]ethyl]-N'-(cyclohexylmethyl)-N'-[2-[methyl(2-pyridin-2-ylethyl)amino]-2-oxoethyl]butanediamide",C=C(Cl)C[C@H](CC(=O)N(CC(=O)N(C)CCc1ccccn1)CC1CCCCC1)C(=O)N[C@@H](CC1CCCCC1)[C@H]1OC(C)(C)O[C@H]1CC(C)C,C41H65ClN4O5,,10652519,level 3,0,0,44,0.3121,0,1,0.58096457,1,0.52961206,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.2828282828282828,0,Industry and consumer goods,C=C(Cl)C[C@H](CC(=O)N(CC(=O)N(C)CCc1ccccn1)CC1CCCCC1)C(=O)N[C@@H](CC1CCCCC1)[C@H]1OC(C)(C)O[C@H]1CC(C)C
178,(2S)-2-[[(3R)-7-amino-3-[[(2R)-2-[[(2S)-5-(diaminomethylideneamino)-2-(undecanoylamino)pentanoyl]amino]-3-methylbutanoyl]amino]hept-1-en-2-yl]amino]-5-(diaminomethylideneamino)pentanoyl chloride,C=C(N[C@@H](CCCN=C(N)N)C(=O)Cl)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCCCCCCC)C(C)C,C35H68ClN11O4,,171344389,level 3,0,0,102,0.7234,1,0,1.5790172e-07,0,0.3568414,0,0,0,1,Norman_Human metabolites.csv;Norman_Plastic additives.csv;Norman_Food contact chemicals.csv,0.515625,0,Food and other consumption,C=C(N[C@@H](CCCN=C(N)N)C(=O)Cl)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCCCCCCC)C(C)C
179,"2-[(3aR,5aR,5bR,9S,11aR,13aR)-9-(6-hydroxy-4,4-dimethylhepta-1,6-dien-2-yl)oxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-3a-yl]-N-[(4-chloro-2-hydroxyphenyl)methyl]acetamide",C=C(O)CC(C)(C)CC(=C)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC[C@@H]2C4C(C(=C)C)CC[C@]4(CC(=O)NCc4ccc(Cl)cc4O)CC[C@]23C)C1(C)C,C47H70ClNO4,,143669493,level 3,0,0,29,0.2057,0,1,0.9449193,1,0.91308415,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.5333333333333333,0,Industry and consumer goods,C=C(O)CC(C)(C)CC(=C)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC[C@@H]2C4C(C(=C)C)CC[C@]4(CC(=O)NCc4ccc(Cl)cc4O)CC[C@]23C)C1(C)C
180,"15-chloro-22-[(2S,5R)-2,5-dimethyl-4-prop-2-enoylpiperazin-1-yl]-8-ethoxy-16-fluoro-9-hydroxy-19-methyl-3-propan-2-yl-11-oxa-1,4,23,26-tetrazapentacyclo[16.6.2.02,7.012,17.021,25]hexacosan-24-one",C=CC(=O)N1C[C@H](C)N(C2NC(=O)N3C4NC(C(C)CC42)C2C(CCC(Cl)C2F)OCC(O)C(OCC)C2CCNC(C(C)C)C23)C[C@H]1C,C36H60ClFN6O5,,174019171,level 3,0,0,123,0.8723,1,0,9.804366e-05,0,0.03722513,0,0,0,1,Norman_Natural toxins.csv,0.2272727272727272,0,Transformation and metabolic products,C=CC(=O)N1C[C@H](C)N(C2NC(=O)N3C4NC(C(C)CC42)C2C(CCC(Cl)C2F)OCC(O)C(OCC)C2CCNC(C(C)C)C23)C[C@H]1C
181,"(3'R,4S,6'R,7'S,8'E,11'S,12'R)-7-chloro-7'-[[4-(diethylamino)piperazin-1-yl]methyl]-7'-ethoxy-11',12'-dimethyl-13'-methylidene-13'-oxospiro[2,3-dihydro-1H-naphthalene-4,22'-20-oxa-13lambda6-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraene]-15'-one",C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@](CN2CCN(N(CC)CC)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,C44H64ClN5O4S,,159149641,level 3,0,0,84,0.5957,1,1,0.96417767,1,0.99055034,1,1,0,1,Norman_Human metabolites.csv;Norman_Drugs of abuse.csv;Norman_Pharmaceuticals.csv,0.2307692307692307,0,Pharmaceuticals,C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@](CN2CCN(N(CC)CC)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3
182,"(3'R,4S,6'R,7'R,8'E,11'S,12'R)-7-chloro-7'-ethoxy-11',12'-dimethyl-13'-methylidene-7'-(1-oxa-7-azaspiro[3.5]nonan-7-ylmethyl)-13'-oxospiro[2,3-dihydro-1H-naphthalene-4,22'-20-oxa-13lambda6-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraene]-15'-one",C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@](CN2CCC4(CCO4)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,C43H58ClN3O5S,,158047199,level 3,0,0,13,0.0922,0,1,0.9952139,1,0.84153855,1,1,0,1,Norman_Pharmaceuticals.csv,0.2288135593220339,0,Pharmaceuticals,C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@](CN2CCC4(CCO4)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3
183,"(13E)-4-(4-chloro-2-propylphenyl)-12-(1,4-diazecan-1-ylmethyl)-12-methoxy-6,16,17-trimethyl-18-methylidene-2-oxa-18lambda4-thia-6,19-diazatricyclo[19.2.2.08,11]pentacosa-1(24),13,21(25),22-tetraen-20-one",C=S1NC(=O)c2ccc(cc2)OCC(c2ccc(Cl)cc2CCC)CN(C)CC2CCC2C(CN2CCCCCCNCC2)(OC)/C=C/CC(C)C1C,C44H67ClN4O3S,,142443750,level 3,0,0,128,0.9078,1,1,0.98625296,1,0.8390533,1,1,0,1,Norman_Pharmaceuticals.csv,0.2347826086956521,0,Pharmaceuticals,C=S1NC(=O)c2ccc(cc2)OCC(c2ccc(Cl)cc2CCC)CN(C)CC2CCC2C(CN2CCCCCCNCC2)(OC)/C=C/CC(C)C1C
184,"(8E)-7-[(4-tert-butylpiperazin-1-yl)methyl]-22-(4-chloro-2-propylphenyl)-7-methoxy-11,12-dimethyl-13-methylidene-20-oxa-13lambda4-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraen-15-one",C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C(C)(C)C)CC2)(OC)/C=C/CC(C)C1C,C43H63ClN4O3S,,142443833,level 3,0,0,58,0.4113,0,1,0.9367219,1,0.889734,1,1,0,1,Norman_Pharmaceuticals.csv,0.2347826086956521,0,Pharmaceuticals,C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C(C)(C)C)CC2)(OC)/C=C/CC(C)C1C
185,"[3a-[2-[[1-(4-chlorophenyl)cyclopropyl]methyl-[2-(dimethylamino)ethyl]amino]-2-oxoethyl]-5b,8,8,11a-tetramethyl-2-oxo-1-propan-2-yl-3,4,5,5a,6,7,7a,9,10,11,11b,12,13,13a-tetradecahydrocyclopenta[a]chrysen-9-yl] acetate",CC(=O)OC1CCC2(C)C(CCC3(C)C4CCC5(CC(=O)N(CCN(C)C)CC6(c7ccc(Cl)cc7)CC6)CC(=O)C(C(C)C)=C5C4CCC32)C1(C)C,C46H67ClN2O4,,145344310,level 3,0,0,127,0.9007,1,1,0.8651124,1,0.7364831,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Drugs of abuse.csv;Norman_Pharmaceuticals.csv,0.3052631578947368,0,Pharmaceuticals,CC(=O)OC1CCC2(C)C(CCC3(C)C4CCC5(CC(=O)N(CCN(C)C)CC6(c7ccc(Cl)cc7)CC6)CC(=O)C(C(C)C)=C5C4CCC32)C1(C)C
186,"[(3aS,5aR,5bR,7aR,9S,11aR,11bR,13aS)-3a-[2-[(4-chlorophenyl)methyl-[(2-methylpropan-2-yl)oxycarbonyl]amino]-1-hydroxyethyl]-5a,5b,8,8,11a-pentamethyl-1-propan-2-yl-2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a-tetradecahydrocyclopenta[a]chrysen-9-yl] acetate",CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4C5=C(C(C)C)CC[C@]5(C(O)CN(Cc5ccc(Cl)cc5)C(=O)OC(C)(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,C45H68ClNO5,,71086176,level 3,0,0,51,0.3617,0,1,0.9535266,1,0.92625904,1,1,0,1,Norman_Human metabolites.csv,0.3473684210526316,0,Transformation and metabolic products,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4C5=C(C(C)C)CC[C@]5(C(O)CN(Cc5ccc(Cl)cc5)C(=O)OC(C)(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C
187,"[7-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-3,4-dihydroquinolin-2-yl]oxymethyl N,N-bis(2,2,4,4-tetramethylpentyl)carbamate",CC(C)(C)CC(C)(C)CN(CC(C)(C)CC(C)(C)C)C(=O)OCOC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1,C43H66Cl2N4O4,,155014282,level 3,0,0,64,0.4539,0,1,0.9685762,1,0.89577895,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Human neurotoxins.csv;Norman_Pharmaceuticals.csv,0.5058823529411764,0,Pharmaceuticals,CC(C)(C)CC(C)(C)CN(CC(C)(C)CC(C)(C)C)C(=O)OCOC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1
188,"[4-[3-[2-(7-chloro-1,2,3,4,4a,5,6,7,8,8a-decahydroquinolin-2-yl)ethyl]cyclohexyl]-2-methyl-6-[2-[2-(oxan-2-yloxy)propan-2-yl]cyclohexyl]hexan-2-yl]-hydroxy-dimethylsilane",CC(C)(OC1CCCCO1)C1CCCCC1CCC(CC(C)(C)[Si](C)(C)O)C1CCCC(CCC2CCC3CCC(Cl)CC3N2)C1,C40H74ClNO3Si,,89047624,level 3,0,0,35,0.2482,0,1,0.7543475,1,0.6656041,1,1,0,1,Industrial_chemical.csv,0.2421052631578947,0,Industry and consumer goods,CC(C)(OC1CCCCO1)C1CCCCC1CCC(CC(C)(C)[Si](C)(C)O)C1CCCC(CCC2CCC3CCC(Cl)CC3N2)C1
